resource_code,name,type,category,unit,price_avg,price_min,price_max,currency,usage_count,labor_role
0223000709,"TABLERO DE FIBRA DE MADERA MDF TRUPAN STANDART, 18mmx1.52x2.44m",material,Precios Reajustados con el Dólar,UND,241.69,241.69,241.69,PEN,,
0223000710,"TABLERO DE FIBRA DE MADERA HDF, 3mmx1.52x2.44m - (Densidad Alta), (Cholguan)",material,Precios Reajustados con el Dólar,UND,32.68,32.68,32.68,PEN,,
0223000711,"TABLERO DE FIBRA DE MADERA HDF, 3mmx1.52x2.44m - (Densidad Alta), (Durolac)",material,Precios Reajustados con el Dólar,UND,51.68,51.68,51.68,PEN,,
0223000712,"TABLERO ESTRUCTURAL DE FIBRA DE MADERA, 9.5mmx1.22x2.44m - (Astillas Orientadas), (OSB Arauco)",material,Precios Reajustados con el Dólar,UND,66.88,66.88,66.88,PEN,,
0223000713,"TABLERO ESTRUCTURAL DE FIBRA DE MADERA, 11.1mmx1.22x2.44m - (Astillas Orientadas), (OSB Arauco)",material,Precios Reajustados con el Dólar,UND,72.96,72.96,72.96,PEN,,
0223000714,"TABLERO ESTRUCTURAL DE FIBRA DE MADERA, 15.1mmx1.22x2.44m - (Astillas Orientadas), (OSB Arauco)",material,Precios Reajustados con el Dólar,UND,98.80,98.80,98.80,PEN,,
0223000715,"TABLERO ESTRUCTURAL DE FIBRA DE MADERA, 18.3mmx1.22x2.44m - (Astillas Orientadas), (OSB Arauco)",material,Precios Reajustados con el Dólar,UND,120.08,120.08,120.08,PEN,,
0223000716,SUPER CASETÓN DE EPS 1.00 m x 0.75 m x 0.15 m densidad 15 Kg/m3 LISO LOSA E= 20 cm,material,Precios Reajustados con el Dólar,UND,27.48,27.48,27.48,PEN,,
0223000717,SUPER CASETÓN DE EPS 1.00 m x 0.70 m x 0.15 m densidad 15 Kg/m3 LISO LOSA E= 20 cm,material,Precios Reajustados con el Dólar,UND,25.65,25.65,25.65,PEN,,
0223000718,SUPER CASETÓN DE EPS 1.00 m x 0.60 m x 0.15 m densidad 15 Kg/m3 LISO LOSA E= 20 cm,material,Precios Reajustados con el Dólar,UND,21.99,21.99,21.99,PEN,,
0223000719,SUPER CASETÓN DE EPS 1.00 m x 0.75 m x 0.20 m densidad 15 Kg/m3 LISO LOSA E= 25 cm,material,Precios Reajustados con el Dólar,UND,36.64,36.64,36.64,PEN,,
0223000720,SUPER CASETÓN DE EPS 1.00 m x 0.70 m x 0.20 m densidad 15 Kg/m3 LISO LOSA E= 25 cm,material,Precios Reajustados con el Dólar,UND,34.20,34.20,34.20,PEN,,
0223000721,SUPER CASETÓN DE EPS 1.00 m x 0.60 m x 0.20 m densidad 15 Kg/m3 LISO LOSA E= 25 cm,material,Precios Reajustados con el Dólar,UND,29.32,29.32,29.32,PEN,,
0223000722,SUPER CASETÓN DE EPS 1.00 m x 0.70 m x 0.09 m densidad 25 Kg/m3 LISO LOSA E= 13 cm,material,Precios Reajustados con el Dólar,UND,25.65,25.65,25.65,PEN,,
0223000723,SUPER CASETÓN DE EPS 1.00 m x 0.60 m x 0.09 m densidad 25 Kg/m3 LISO LOSA E= 13 cm,material,Precios Reajustados con el Dólar,UND,21.99,21.99,21.99,PEN,,
0223000724,"BARNIZ, PUENTE DE ADHERENCIA PARA MORTEROS CON ANTIOXIDANTE, RINDE 90 ML A 100 ML DE VIGUETA DE ACERO",material,Precios Reajustados con el Dólar,LT,42.48,42.48,42.48,PEN,,
0223000725,"MALLA DE FIBRA RF PARA TARRAJEO CON RETARDANTES DE FUEGO, ROLLO 1 ML x 50 ML, COCADA 5 X 5 MM",material,Precios Reajustados con el Dólar,ROLLO,283.20,283.20,283.20,PEN,,
0223000726,"PLACA COLABORANTE ACERO - DECK AD 900/E=0.76m, A=0.90m, CALIBRE 22",material,Precios Reajustados con el Dólar,M,73.50,73.50,73.50,PEN,,
0223000727,"PLACA COLABORANTE ACERO - DECK AD 900/E=0.90m, A=0.90m, CALIBRE 20",material,Precios Reajustados con el Dólar,M,73.50,73.50,73.50,PEN,,
0223000728,"PLACA COLABORANTE ACERO - DECK AD 600/E=0.76m, A=0.90m, CALIBRE 22",material,Precios Reajustados con el Dólar,M,73.50,73.50,73.50,PEN,,
0223000729,"PLACA COLABORANTE ACERO - DECK AD 600/E=0.90m, A=0.90m, CALIBRE 20",material,Precios Reajustados con el Dólar,M,85.92,85.92,85.92,PEN,,
0223000730,"PLACA COLABORANTE ACERO - DECK AD 600/E=1.20m, A=0.90m, CALIBRE 18",material,Precios Reajustados con el Dólar,M,114.38,114.38,114.38,PEN,,
0223000731,"PLACA COLABORANTE ACERO - DECK AD 730/E=0.76m, A=0.90m, CALIBRE 22",material,Precios Reajustados con el Dólar,M,73.50,73.50,73.50,PEN,,
0223000732,"PLACA COLABORANTE ACERO - DECK AD 730/E=0.90m, A=0.90m, CALIBRE 20",material,Precios Reajustados con el Dólar,M,73.50,73.50,73.50,PEN,,
0223000733,"CONECTORES DE CORTE DE ACERO NS-500/250 (1/2"" x 2 1/2"")",material,Precios Reajustados con el Dólar,CTO,257.96,257.96,257.96,PEN,,
0223000734,"CONECTORES DE CORTE DE ACERO NS-625/250 (5/8"" x 2 1/2"")",material,Precios Reajustados con el Dólar,CTO,302.78,302.78,302.78,PEN,,
0223000735,"CONECTORES DE CORTE DE ACERO NS-625/300 (5/8"" x 3"")",material,Precios Reajustados con el Dólar,CTO,308.73,308.73,308.73,PEN,,
0223000736,"CONECTORES DE CORTE DE ACERO NS-625/400 (5/8"" x 4"")",material,Precios Reajustados con el Dólar,CTO,361.58,361.58,361.58,PEN,,
0223000737,"CONECTORES DE CORTE DE ACERO NS-750/300 (3/4"" x 3"")",material,Precios Reajustados con el Dólar,CTO,362.82,362.82,362.82,PEN,,
0223000738,"CONECTORES DE CORTE DE ACERO NS-750/400 (3/4"" x 4"")",material,Precios Reajustados con el Dólar,CTO,451.48,451.48,451.48,PEN,,
0223000739,"TOPES DE BORDE DE ACERO 3.50m, CALIBRE 20/TB 90/170, 100/170, 110/170",material,Precios Reajustados con el Dólar,PZA,74.22,74.22,74.22,PEN,,
0223000740,"TOPES DE BORDE DE ACERO 3.50m, CALIBRE 20/TB 120/200, 130/200, 140/200",material,Precios Reajustados con el Dólar,PZA,86.64,86.64,86.64,PEN,,
0223000741,"TOPES DE BORDE DE ACERO 3.50m, CALIBRE 20/TB 150/240, 160/240, 170/240, 180/240",material,Precios Reajustados con el Dólar,PZA,102.53,102.53,102.53,PEN,,
0223000742,"TOPES DE BORDE DE ACERO 3.50m, CALIBRE 20/TB 190/300, 200/300",material,Precios Reajustados con el Dólar,PZA,129.96,129.96,129.96,PEN,,
0223000743,"TOPES DE CIERRE DE ACERO 3.50m, CALIBRE 20 TC-40/100",material,Precios Reajustados con el Dólar,PZA,56.67,56.67,56.67,PEN,,
0223000744,"TOPES DE CIERRE DE ACERO 3.50m, CALIBRE 20 TC-60/120",material,Precios Reajustados con el Dólar,PZA,68.99,68.99,68.99,PEN,,
0223000745,"TOPES DE CIERRE DE ACERO 3.50m, CALIBRE 20 TC-75/150",material,Precios Reajustados con el Dólar,PZA,87.57,87.57,87.57,PEN,,
0223000746,PARARAYOS FRANKLIN TETRA PUNTAL BR CR,material,Precios Reajustados con el Dólar,PZA,590.04,590.04,590.04,PEN,,
0223000747,PARARAYOS PDC THOR,material,Precios Reajustados con el Dólar,PZA,4088.84,4088.84,4088.84,PEN,,
0223000748,PARARAYOS IONIFLASH MACH 60 R.104 NIVEL III,material,Precios Reajustados con el Dólar,PZA,5967.64,5967.64,5967.64,PEN,,
0223000749,PARARAYOS FRANKLIN TETRA PUNTAL BR PUNTA,material,Precios Reajustados con el Dólar,PZA,558.98,558.98,558.98,PEN,,
0223000750,CAJA DE REGISTRO THOR - (57 KG),material,Precios Reajustados con el Dólar,PZA,54.35,54.35,54.35,PEN,,
0223000751,"CAJA DE REGISTRO DE POLIPROPILENO, MARCA THOR",material,Precios Reajustados con el Dólar,PZA,46.06,46.06,46.06,PEN,,
0223000752,DOSIS QUIMICA THOR -GEL - (Caja 5 KG),material,Precios Reajustados con el Dólar,PZA,111.80,111.80,111.80,PEN,,
0223000753,"CONCETOR BR BARRA 3/4"" PARA PUESTA A TIERRA",material,Precios Reajustados con el Dólar,PZA,27.95,27.95,27.95,PEN,,
0223000754,"CONCETOR BR BARRA 5/8"" PARA PUESTA A TIERRA",material,Precios Reajustados con el Dólar,PZA,27.95,27.95,27.95,PEN,,
0223000755,"BARRA CU DE 5/8"", CON PUNTA DE 2.4m",material,Precios Reajustados con el Dólar,PZA,463.23,463.23,463.23,PEN,,
0223000756,"BARRA CU DE 3/4"", CON PUNTA DE 2.4m",material,Precios Reajustados con el Dólar,PZA,275.35,275.35,275.35,PEN,,
0223000757,CEMENTO CONDUCTIVP THOR-CEM - (25KG),material,Precios Reajustados con el Dólar,BLS,131.46,131.46,131.46,PEN,,
0223000758,"PLANCHA POLIESTIRENO EXPANDIDO 1/2"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,7.72,7.72,7.72,PEN,,
0223000759,"PLANCHA POLIESTIRENO EXPANDIDO 3/4"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,11.60,11.60,11.60,PEN,,
0223000760,"PLANCHA POLIESTIRENO EXPANDIDO 1"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,14.17,14.17,14.17,PEN,,
0223000761,"PLANCHA POLIESTIRENO EXPANDIDO 1 1/2"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,21.25,21.25,21.25,PEN,,
0223000762,"PLANCHA POLIESTIRENO EXPANDIDO 2"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,27.06,27.06,27.06,PEN,,
0223000763,"PLANCHA POLIESTIRENO EXPANDIDO 2 1/2"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,34.14,34.14,34.14,PEN,,
0223000764,"PLANCHA POLIESTIRENO EXPANDIDO 3"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,41.22,41.22,41.22,PEN,,
0223000765,"PLANCHA POLIESTIRENO EXPANDIDO 3 1/2"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,48.95,48.95,48.95,PEN,,
0223000766,"PLANCHA POLIESTIRENO EXPANDIDO 4"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,54.10,54.10,54.10,PEN,,
0223000767,"PLANCHA POLIESTIRENO EXPANDIDO 5"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,68.28,68.28,68.28,PEN,,
0223000768,"PLANCHA POLIESTIRENO EXPANDIDO 6"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,86.31,86.31,86.31,PEN,,
0223000769,"PLANCHA POLIESTIRENO EXPANDIDO 7"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,100.47,100.47,100.47,PEN,,
0223000770,"PLANCHA POLIESTIRENO EXPANDIDO 8"", 2.40x1.20m; D=10Kg/m3",material,Precios Reajustados con el Dólar,PZA,113.36,113.36,113.36,PEN,,
0223000771,"PLANCHA POLIESTIRENO EXPANDIDO 1/2"", 2.40x1.20m; D=16Kg/m3",material,Precios Reajustados con el Dólar,PZA,11.60,11.60,11.60,PEN,,
0223000772,"PLANCHA POLIESTIRENO EXPANDIDO 3/4"", 2.40x1.20m; D=16Kg/m3",material,Precios Reajustados con el Dólar,PZA,16.75,16.75,16.75,PEN,,
0223000773,"PLANCHA POLIESTIRENO EXPANDIDO 1"", 2.40x1.20m; D=16Kg/m3",material,Precios Reajustados con el Dólar,PZA,21.90,21.90,21.90,PEN,,
0223000774,"PLANCHA POLIESTIRENO EXPANDIDO 1 1/2"", 2.40x1.20m; D=16Kg/m3",material,Precios Reajustados con el Dólar,PZA,30.92,30.92,30.92,PEN,,
0223000775,"PLANCHA POLIESTIRENO EXPANDIDO 2"", 2.40x1.20m; D=16Kg/m3",material,Precios Reajustados con el Dólar,PZA,41.22,41.22,41.22,PEN,,
0223000776,"PLANCHA POLIESTIRENO EXPANDIDO 2 1/2"", 2.40x1.20m; D=16Kg/m3",material,Precios Reajustados con el Dólar,PZA,50.24,50.24,50.24,PEN,,
0223000777,"PLANCHA POLIESTIRENO EXPANDIDO 3"", 2.40x1.20m; D=16Kg/m3",material,Precios Reajustados con el Dólar,PZA,59.25,59.25,59.25,PEN,,
0223000778,CONSISTENCIA NORMAL,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000779,CONSISTENCIA (SLUMP) / ENSAYOS DE FLEXION Y TRACCION,material,Precios Reajustados con el Dólar,UND,48.57,48.57,48.57,PEN,,
0223000780,FALSA FRAGUA / FINESA DE BLAINE / FRAGUADO VICAT / PESO ESPECIFICO,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000781,RESISTENCIA A LA COMPRENCION,material,Precios Reajustados con el Dólar,UND,48.57,48.57,48.57,PEN,,
0223000782,COMBINACION ARENA GRUESA - ARCILLA - CONFITILLO,material,Precios Reajustados con el Dólar,UND,322.49,322.49,322.49,PEN,,
0223000783,CONTENIDO DE HUMEDAD,material,Precios Reajustados con el Dólar,UND,24.40,24.40,24.40,PEN,,
0223000784,DURABILIDAD (POR MUESTRAS),material,Precios Reajustados con el Dólar,UND,241.92,241.92,241.92,PEN,,
0223000785,EQUIVALENTE DE ARENA,material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000786,ESTUDIO DE AGREGADOS PARA DISEÑO DE MEZCLAS,material,Precios Reajustados con el Dólar,UND,354.71,354.71,354.71,PEN,,
0223000787,GRANULOMETRIA / PESO ESPECIFICO Y PORC. DE ABSORCION,material,Precios Reajustados con el Dólar,UND,56.62,56.62,56.62,PEN,,
0223000788,GRANULOMETRIA GLOBAL / MALLA 200,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000789,IMPUREZAS ORGANICAS,material,Precios Reajustados con el Dólar,UND,48.57,48.57,48.57,PEN,,
0223000790,MUESTREO IN SITU DE MATERIAL DE CANTERA,material,Precios Reajustados con el Dólar,UND,241.92,241.92,241.92,PEN,,
0223000791,LAVADO Y ACONDICIONAMIENTO DE LAS MUESTRAS,material,Precios Reajustados con el Dólar,UND,161.36,161.36,161.36,PEN,,
0223000792,PARTICULAS FRIABLES,material,Precios Reajustados con el Dólar,UND,48.57,48.57,48.57,PEN,,
0223000793,PESO UNITARIO (SUELO Y COMPACTADO),material,Precios Reajustados con el Dólar,UND,96.91,96.91,96.91,PEN,,
0223000794,ABSORCION DEL AGUA EN EL CONCRETO,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000795,"ASENTAMIENTO (3 MUESTRAS, EN LABORATORIO)",material,Precios Reajustados con el Dólar,UND,96.91,96.91,96.91,PEN,,
0223000796,COMPRESION EN TAPA DE CONCRETO / SHOTCRETE,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000797,CONTENIDO DE AIRE (WASHINTON),material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000798,COMPRESION DE TESTIGOS DIAMANTINOS,material,Precios Reajustados con el Dólar,UND,48.57,48.57,48.57,PEN,,
0223000799,CORTE DE PROBETA A LA MITAD,material,Precios Reajustados con el Dólar,UND,48.57,48.57,48.57,PEN,,
0223000800,DISEÑO DE MEZCLAS DE COMERCIO Y ESTUDIO DE AGREGADOS,material,Precios Reajustados con el Dólar,UND,805.87,805.87,805.87,PEN,,
0223000801,DISELO DE MEZCLAS,material,Precios Reajustados con el Dólar,UND,451.39,451.39,451.39,PEN,,
0223000802,ENSAYO DE COMPRESION EN BLOQUETAS DE CONCRETO,material,Precios Reajustados con el Dólar,UND,64.68,64.68,64.68,PEN,,
0223000803,ENSAYO DE ADHERENCIA EN CONCRETO,material,Precios Reajustados con el Dólar,UND,161.36,161.36,161.36,PEN,,
0223000804,ESCLEROMETRIA POR C/ ELEM. ESTRUCT.(3 ó MAS PUNTOS) POR PUNTO,material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000805,EXTRAC. DE TESTIGOS DIAMANTINA (1 A 2 MUESTRAS),material,Precios Reajustados con el Dólar,UND,483.62,483.62,483.62,PEN,,
0223000806,EXTRAC. DE TESTIGOS DIAMANTINA A PROVINCIA,material,Precios Reajustados con el Dólar,UND,564.18,564.18,564.18,PEN,,
0223000807,EXUDACION / PESO UNITARIO,material,Precios Reajustados con el Dólar,UND,72.74,72.74,72.74,PEN,,
0223000808,MUESTREO DE PROBETA EN OBRA (MIN 3 UNID),material,Precios Reajustados con el Dólar,UND,193.58,193.58,193.58,PEN,,
0223000809,PREPARACION Y COMPRESION EN MORTERO,material,Precios Reajustados con el Dólar,UND,161.36,161.36,161.36,PEN,,
0223000810,PRUBA DE CARGA EN TAPA DE BUZON CHICO,material,Precios Reajustados con el Dólar,UND,241.92,241.92,241.92,PEN,,
0223000811,PRUBA DE CARGA EN TAPA DE BUZON GRNADE,material,Precios Reajustados con el Dólar,UND,322.49,322.49,322.49,PEN,,
0223000812,RESISTENCIA A LA COMPRENCION (PREFERENCIAL),material,Precios Reajustados con el Dólar,UND,16.34,16.34,16.34,PEN,,
0223000813,RESISTENCIA A LA FLEXION (VIGUETAS),material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000814,TIEMPO DE FRAGUADO,material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000815,ADHERENCIA DEL ACERO,material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000816,COMPRESION EN PLANCHAS DE ACERO,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000817,DUREZA,material,Precios Reajustados con el Dólar,UND,40.51,40.51,40.51,PEN,,
0223000818,DOBLADO DE ACERO,material,Precios Reajustados con el Dólar,UND,64.68,64.68,64.68,PEN,,
0223000819,"ENSAYO EN CABLE DE ACERO < 3/4""",material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000820,ENSAYO DE TRACCION EN LAMINAS DE ACERO,material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000821,ENSAYO DE TRACCION EN ALAMBRE TREFILADO DE 5mm,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000822,ENSAYO DE TRACCION EN MALLA / PLANCHAS / GRAPAS DE ACERO,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000823,EXTRACCION Y ENSAYO DE MUESTRA DE ACERO EN OBRA,material,Precios Reajustados con el Dólar,UND,403.05,403.05,403.05,PEN,,
0223000824,"TRACCION DE VARILLAS DE 6mm, 8mm Y 1/4""",material,Precios Reajustados con el Dólar,UND,64.68,64.68,64.68,PEN,,
0223000825,TRACCION EN ESPARRAGOS,material,Precios Reajustados con el Dólar,UND,161.36,161.36,161.36,PEN,,
0223000826,"TRACCION EN BARRAS SOLDADAS < 1""",material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000827,"TRACCION EN BARRAS SOLDADAS > = 1""",material,Precios Reajustados con el Dólar,UND,161.36,161.36,161.36,PEN,,
0223000828,TRACCION DE CINTAS DE HARNESES,material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000829,TRACCION EN POLEA,material,Precios Reajustados con el Dólar,UND,322.49,322.49,322.49,PEN,,
0223000830,TRACCION EN GANCHOS,material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000831,"TRACCION EN CABLE DE ACERO DE 1/2""",material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000832,TRACCION EN CABLE POSTENSADO,material,Precios Reajustados con el Dólar,UND,161.36,161.36,161.36,PEN,,
0223000833,"TRACCION DE VARILLAS DE 3/8"" 12mm Y 1/2""",material,Precios Reajustados con el Dólar,UND,80.79,80.79,80.79,PEN,,
0223000834,"TRACCION DE VARILLAS DE 3/4"", 5/8""",material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000835,"TRACCION DE VARILLAS DE 1 3/8"" 1"">1""",material,Precios Reajustados con el Dólar,UND,161.36,161.36,161.36,PEN,,
0223000836,TRACCION EN PLANCHAS SOLDADAS DE MAS DE 5mm DE ESPESOR,material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000837,"TRACCION EN TENSOR 5/8""",material,Precios Reajustados con el Dólar,UND,113.02,113.02,113.02,PEN,,
0223000838,TRACCION DE PERNOS,material,Precios Reajustados con el Dólar,UND,64.68,64.68,64.68,PEN,,
0223000839,DESCRIPCION PETROGRAFICA DE AGREGADOS PARA CONCRETO,material,Precios Reajustados con el Dólar,UND,372.56,372.56,372.56,PEN,,
0223000840,MÉTODO PARA DETERMINAR LA RESISTENCIA A LA COMPRESIÓN DE MORTEROS DE CEMENTOS PÓRTLAND (Cubos de 50mm),material,Precios Reajustados con el Dólar,UND,82.67,82.67,82.67,PEN,,
0223000841,DETERMINACIÓN DE LA CONSISTENCIA NORMAL,material,Precios Reajustados con el Dólar,UND,68.69,68.69,68.69,PEN,,
0223000842,MÉTODO DE ENSAYO PARA DETERMINAR LA DENSIDAD DEL CEMENTO PORTLAND (PESO ESPECÍFICO),material,Precios Reajustados con el Dólar,UND,48.56,48.56,48.56,PEN,,
0223000843,MÉTODO DE ENSAYO PARA LA DETERMINACIÓN DEL TIEMPO DE FRAGUADO DEL MORTERO DE CEMENTO PORTLAND,material,Precios Reajustados con el Dólar,UND,128.09,128.09,128.09,PEN,,
0223000844,MÉTODO DE ENSAYO PARA DETERMINAR EL FALSO FRAGUADO DEL CEMENTO MÉTODO DE LA PASTA,material,Precios Reajustados con el Dólar,UND,79.29,79.29,79.29,PEN,,
0223000845,ENSAYO PARA DETERMINAR EL FALSO FRAGUADO DEL CEMENTO MÉTODO DEL MORTERO,material,Precios Reajustados con el Dólar,UND,102.39,102.39,102.39,PEN,,
0223000846,PENETRACIÓN,material,Precios Reajustados con el Dólar,UND,124.16,124.16,124.16,PEN,,
0223000847,PUNTO DE ABLANDAMIENTO,material,Precios Reajustados con el Dólar,UND,102.90,102.90,102.90,PEN,,
0223000848,PESO ESPECÍFICO Y PESO UNITARIO DE PRODUCTOS SÓLIDOS Y SEMI SÓLIDOS,material,Precios Reajustados con el Dólar,UND,65.22,65.22,65.22,PEN,,
0223000849,VISCOSIDAD SAYBOLT FUROL,material,Precios Reajustados con el Dólar,UND,118.87,118.87,118.87,PEN,,
0223000850,PUNTO DE INFLAMACIÓN Y DE LLAMA (COPA ABIERTA) CLEVELAND,material,Precios Reajustados con el Dólar,UND,126.08,126.08,126.08,PEN,,
0223000851,DETERMINACIÓN DEL CONTENIDO DE AGUA EN EL BITUMEN,material,Precios Reajustados con el Dólar,UND,126.10,126.10,126.10,PEN,,
0223000852,DUCTILIDAD,material,Precios Reajustados con el Dólar,UND,126.72,126.72,126.72,PEN,,
0223000853,MUESTREO DE MATERIALES BITUMINOSOS,material,Precios Reajustados con el Dólar,UND,31.64,31.64,31.64,PEN,,
0223000854,DESTILACIÓN DE PRODUCTOS BITUMINOSOS CUT - BACK,material,Precios Reajustados con el Dólar,UND,123.89,123.89,123.89,PEN,,
0223000855,ENSAYO DE CALIDAD DE ASFALTO SÓLIDO (ASTM U OTRAS),material,Precios Reajustados con el Dólar,UND,813.06,813.06,813.06,PEN,,
0223000856,ENSAYO DE STRIPPING DE MEZCLA AGREGADO - BITUMEN (ADHERENCIA DE GRAVA),material,Precios Reajustados con el Dólar,UND,115.75,115.75,115.75,PEN,,
0223000857,ENSAYO DE CALIDAD DE ASFALTO LÍQUIDO(ASTM U OTRAS),material,Precios Reajustados con el Dólar,UND,811.64,811.64,811.64,PEN,,
0223000858,SOLUBILIDAD EN TRICLORO ETILENO,material,Precios Reajustados con el Dólar,UND,87.08,87.08,87.08,PEN,,
0223000859,VISCOSIDAD CINEMÁTICA,material,Precios Reajustados con el Dólar,UND,120.22,120.22,120.22,PEN,,
0223000860,VISCOSIDAD ABSOLUTA,material,Precios Reajustados con el Dólar,UND,128.32,128.32,128.32,PEN,,
0223000861,ENSAYO DE PELÍCULA DELGADA EN HORNO (TFOT),material,Precios Reajustados con el Dólar,UND,117.58,117.58,117.58,PEN,,
0223000862,"GRAVEDAD ESPECÍFICA APARENTE A 15,6/15,6 ºC (MÉTODO DEL HIDRÓMETRO)",material,Precios Reajustados con el Dólar,UND,65.48,65.48,65.48,PEN,,
0223000863,PUNTO DE INFLAMACIÓN DE ASFALTOS CUPBACK - MÉTODO TAG OPEN CUP.,material,Precios Reajustados con el Dólar,UND,119.17,119.17,119.17,PEN,,
0223000864,PRUEBA DE LA MANCHA (SPOT TEST U OLIENSIS),material,Precios Reajustados con el Dólar,UND,123.32,123.32,123.32,PEN,,
0223000865,ENSAYO DE LA ESPUMA,material,Precios Reajustados con el Dólar,UND,125.35,125.35,125.35,PEN,,
0223000866,CÁLCULO DEL INDICE DE PENETRACIÓN (MÉTODO HEUKELOM)-(SUSCEPTIBILIDAD TÉRMICA),material,Precios Reajustados con el Dólar,UND,357.26,357.26,357.26,PEN,,
0223000867,RECUPERACIÓN ELÁSTICA (25 °C) (DUCTILÍMETRO),material,Precios Reajustados con el Dólar,UND,124.86,124.86,124.86,PEN,,
0223000868,RECUPERACIÓN ELÁSTICA (DUCTILÍMETRO MODIFICADO) (4 °C),material,Precios Reajustados con el Dólar,UND,125.01,125.01,125.01,PEN,,
0223000869,RECUPERACIÓN ELÁSTICA (DUCTILÍMETRO MODIFICADO) (5 °C),material,Precios Reajustados con el Dólar,UND,124.67,124.67,124.67,PEN,,
0223000870,DENSIDAD DE BREA Y ASFALTO (POR DESPLAZAMIENTO),material,Precios Reajustados con el Dólar,UND,30.12,30.12,30.12,PEN,,
0223000871,ANÁLISIS DE LOS AGREGADOS EXTRAÍDOS DE LAS MEZCLAS (GRANULOMETRIA),material,Precios Reajustados con el Dólar,UND,93.07,93.07,93.07,PEN,,
0223000872,RESISTENCIA A LA COMPRESIÓN SIMPLE DE MEZCLAS ASFÁLTICAS,material,Precios Reajustados con el Dólar,UND,205.93,205.93,205.93,PEN,,
0223000873,EFECTO DEL AGUA SOBRE LA COHESIÓN DE LAS MEZCLAS ASFÁLTICAS COMPACTADAS (INMERSIÓN COMPRESIÓN),material,Precios Reajustados con el Dólar,UND,250.10,250.10,250.10,PEN,,
0223000874,PESO ESPECÍFICO APARENTE Y DENSIDAD DE MEZCLAS ASFÁLTICAS COMPACTADAS EMPLEANDO ESPECÍMENES PARAFINADOS,material,Precios Reajustados con el Dólar,UND,72.73,72.73,72.73,PEN,,
0223000875,DISEÑO DE MEZCLAS ASFÁLTICAS - MÉTODO MARSHALL,material,Precios Reajustados con el Dólar,UND,1515.79,1515.79,1515.79,PEN,,
0223000876,ESTABILIDAD Y FLUJO DE MEZCLAS ASFÁLTICAS COMPACTADAS EN LABORATORIO Y NUCLEOS EXTRAIDOS CON DIAMANTINA,material,Precios Reajustados con el Dólar,UND,125.64,125.64,125.64,PEN,,
0223000877,PESO ESPECÍFICO TEÓRICO MÁXIMO DE MEZCLAS ASFÁLTICAS,material,Precios Reajustados con el Dólar,UND,107.69,107.69,107.69,PEN,,
